num_txes,block,datetime
51,2772062,12/07/22 07:22:25
114,2772063,12/07/22 07:32:04
5,2772064,12/07/22 07:32:29
109,2772065,12/07/22 07:37:08
84,2772066,12/07/22 07:41:06
1,2772067,12/07/22 07:41:25
29,2772068,12/07/22 07:42:11
63,2772069,12/07/22 07:46:58
50,2772070,12/07/22 07:48:05
116,2772071,12/07/22 07:55:23
100,2772072,12/07/22 08:00:08
9,2772073,12/07/22 08:00:27
89,2772074,12/07/22 08:04:04
59,2772075,12/07/22 08:06:41
19,2772076,12/07/22 08:07:10
77,2772077,12/07/22 08:10:24
47,2772078,12/07/22 08:13:20
24,2772079,12/07/22 08:14:20
78,2772080,12/07/22 08:17:50
20,2772081,12/07/22 08:19:09
48,2772082,12/07/22 08:21:51
86,2772083,12/07/22 08:25:55
15,2772084,12/07/22 08:26:41
2,2772085,12/07/22 08:27:01
43,2772086,12/07/22 08:28:30
4,2772087,12/07/22 08:28:45
89,2772088,12/07/22 08:31:08
15,2772089,12/07/22 08:31:43
43,2772090,12/07/22 08:33:54
37,2772091,12/07/22 08:35:33
84,2772092,12/07/22 08:40:33
11,2772093,12/07/22 08:40:47
2,2772094,12/07/22 08:41:00
29,2772095,12/07/22 08:42:19
18,2772096,12/07/22 08:43:52
18,2772097,12/07/22 08:45:42
33,2772098,12/07/22 08:48:14
54,2772099,12/07/22 08:50:34
10,2772100,12/07/22 08:50:56
16,2772101,12/07/22 08:51:58
9,2772102,12/07/22 08:52:29
13,2772103,12/07/22 08:53:04
2,2772104,12/07/22 08:53:19
33,2772105,12/07/22 08:55:02
57,2772106,12/07/22 08:57:45
13,2772107,12/07/22 08:58:30
73,2772108,12/07/22 09:04:28
116,2772109,12/07/22 09:06:18
20,2772110,12/07/22 09:06:20
46,2772111,12/07/22 09:08:10
27,2772112,12/07/22 09:09:17
15,2772113,12/07/22 09:09:51
68,2772114,12/07/22 09:12:26
67,2772115,12/07/22 09:15:24
6,2772116,12/07/22 09:15:39
102,2772117,12/07/22 09:17:19
46,2772118,12/07/22 09:19:18
53,2772119,12/07/22 09:21:53
84,2772120,12/07/22 09:26:30
13,2772121,12/07/22 09:27:09
21,2772122,12/07/22 09:28:13
59,2772123,12/07/22 09:31:07
11,2772124,12/07/22 09:32:00
60,2772125,12/07/22 09:34:19
5,2772126,12/07/22 09:34:38
41,2772127,12/07/22 09:36:15
27,2772128,12/07/22 09:37:31
45,2772129,12/07/22 09:39:33
1,2772130,12/07/22 09:39:37
33,2772131,12/07/22 09:40:39
0,2772132,12/07/22 09:40:50
11,2772133,12/07/22 09:41:17
19,2772134,12/07/22 09:42:12
121,2772135,12/07/22 09:52:02
67,2772136,12/07/22 09:53:55
60,2772137,12/07/22 09:56:39
21,2772138,12/07/22 09:57:34
53,2772139,12/07/22 09:59:44
18,2772140,12/07/22 10:00:35
15,2772141,12/07/22 10:01:04
49,2772142,12/07/22 10:03:07
7,2772143,12/07/22 10:03:23
29,2772144,12/07/22 10:04:40
133,2772145,12/07/22 10:10:25
44,2772146,12/07/22 10:11:39
75,2772147,12/07/22 10:13:37
118,2772148,12/07/22 10:19:12
79,2772149,12/07/22 10:24:41
6,2772150,12/07/22 10:24:56
49,2772151,12/07/22 10:27:15
82,2772152,12/07/22 10:30:04
22,2772153,12/07/22 10:30:31
25,2772154,12/07/22 10:31:22
3,2772155,12/07/22 10:31:33
18,2772156,12/07/22 10:32:02
94,2772157,12/07/22 10:35:34
4,2772158,12/07/22 10:35:57
47,2772159,12/07/22 10:38:18
4,2772160,12/07/22 10:38:19
95,2772161,12/07/22 10:44:23
63,2772162,12/07/22 10:48:00
9,2772163,12/07/22 10:48:42
43,2772164,12/07/22 10:50:24
52,2772165,12/07/22 10:54:17
3,2772166,12/07/22 10:54:19
23,2772167,12/07/22 10:55:16
13,2772168,12/07/22 10:55:47
11,2772169,12/07/22 10:56:47
27,2772170,12/07/22 10:57:44
18,2772171,12/07/22 10:58:52
43,2772172,12/07/22 11:00:33
160,2772173,12/07/22 11:14:26
102,2772174,12/07/22 11:14:34
130,2772175,12/07/22 11:19:17
61,2772176,12/07/22 11:21:11
34,2772177,12/07/22 11:24:29
47,2772178,12/07/22 11:26:13
5,2772179,12/07/22 11:26:49
29,2772180,12/07/22 11:28:02
12,2772181,12/07/22 11:28:44
19,2772182,12/07/22 11:29:27
18,2772183,12/07/22 11:30:05
125,2772184,12/07/22 11:35:46
30,2772185,12/07/22 11:37:00
101,2772186,12/07/22 11:40:01
64,2772187,12/07/22 11:43:42
90,2772188,12/07/22 11:49:12
40,2772189,12/07/22 11:51:59
0,2772190,12/07/22 11:52:02
0,2772191,12/07/22 11:52:05
56,2772192,12/07/22 11:54:50
62,2772193,12/07/22 11:58:16
39,2772194,12/07/22 11:59:57
10,2772195,12/07/22 12:00:10
55,2772196,12/07/22 12:01:20
32,2772197,12/07/22 12:02:32
60,2772198,12/07/22 12:04:11
13,2772199,12/07/22 12:04:46
26,2772200,12/07/22 12:05:40
107,2772201,12/07/22 12:10:12
146,2772202,12/07/22 12:18:12
115,2772203,12/07/22 12:22:40
2,2772204,12/07/22 12:22:50
64,2772205,12/07/22 12:25:57
68,2772206,12/07/22 12:28:52
130,2772207,12/07/22 12:34:34
49,2772208,12/07/22 12:35:24
121,2772209,12/07/22 12:40:55
4,2772210,12/07/22 12:41:01
27,2772211,12/07/22 12:43:35
75,2772212,12/07/22 12:48:31
50,2772213,12/07/22 12:50:41
2,2772214,12/07/22 12:50:52
94,2772215,12/07/22 12:54:45
14,2772216,12/07/22 12:55:25
24,2772217,12/07/22 12:56:24
27,2772218,12/07/22 12:58:09
78,2772219,12/07/22 13:01:02
0,2772220,12/07/22 13:01:04
27,2772221,12/07/22 13:02:37
68,2772222,12/07/22 13:05:17
11,2772223,12/07/22 13:05:46
28,2772224,12/07/22 13:06:59
14,2772225,12/07/22 13:07:29
96,2772226,12/07/22 13:11:41
41,2772227,12/07/22 13:13:19
22,2772228,12/07/22 13:14:06
2,2772229,12/07/22 13:14:14
19,2772230,12/07/22 13:14:57
67,2772231,12/07/22 13:17:29
38,2772232,12/07/22 13:18:35
18,2772233,12/07/22 13:19:14
3,2772234,12/07/22 13:19:23
82,2772235,12/07/22 13:22:28
94,2772236,12/07/22 13:30:13
74,2772237,12/07/22 13:31:00
120,2772238,12/07/22 13:34:38
37,2772239,12/07/22 13:37:04
7,2772240,12/07/22 13:37:41
22,2772241,12/07/22 13:39:15
48,2772242,12/07/22 13:41:02
42,2772243,12/07/22 13:42:41
4,2772244,12/07/22 13:42:51
31,2772245,12/07/22 13:43:46
29,2772246,12/07/22 13:45:09
10,2772247,12/07/22 13:45:31
38,2772248,12/07/22 13:46:38
43,2772249,12/07/22 13:47:31
11,2772250,12/07/22 13:48:08
30,2772251,12/07/22 13:49:08
16,2772252,12/07/22 13:49:50
73,2772253,12/07/22 13:53:56
27,2772254,12/07/22 13:55:16
10,2772255,12/07/22 13:55:56
11,2772256,12/07/22 13:56:28
46,2772257,12/07/22 13:58:58
7,2772258,12/07/22 13:59:16
26,2772259,12/07/22 14:00:11
104,2772260,12/07/22 14:04:09
31,2772261,12/07/22 14:05:24
46,2772262,12/07/22 14:06:41
87,2772263,12/07/22 14:10:17
141,2772264,12/07/22 14:18:28
46,2772265,12/07/22 14:19:03
20,2772266,12/07/22 14:20:42
15,2772267,12/07/22 14:21:21
0,2772268,12/07/22 14:21:23
1,2772269,12/07/22 14:21:30
33,2772270,12/07/22 14:22:29
9,2772271,12/07/22 14:22:47
83,2772272,12/07/22 14:25:52
8,2772273,12/07/22 14:26:12
47,2772274,12/07/22 14:27:13
50,2772275,12/07/22 14:29:23
30,2772276,12/07/22 14:30:24
114,2772277,12/07/22 14:35:14
45,2772278,12/07/22 14:37:58
90,2772279,12/07/22 14:42:22
29,2772280,12/07/22 14:43:30
19,2772281,12/07/22 14:43:39
3,2772282,12/07/22 14:43:45
17,2772283,12/07/22 14:44:23
87,2772284,12/07/22 14:48:44
11,2772285,12/07/22 14:49:29
93,2772286,12/07/22 14:55:06
84,2772287,12/07/22 14:58:41
6,2772288,12/07/22 14:58:55
55,2772289,12/07/22 15:00:24
21,2772290,12/07/22 15:00:43
79,2772291,12/07/22 15:02:35
168,2772292,12/07/22 15:09:04
122,2772293,12/07/22 15:14:09
4,2772294,12/07/22 15:14:14
72,2772295,12/07/22 15:16:50
67,2772296,12/07/22 15:19:15
15,2772297,12/07/22 15:19:59
31,2772298,12/07/22 15:21:41
1,2772299,12/07/22 15:21:50
32,2772300,12/07/22 15:23:31
111,2772301,12/07/22 15:30:06
25,2772302,12/07/22 15:30:47
15,2772303,12/07/22 15:31:31
116,2772304,12/07/22 15:36:27
27,2772305,12/07/22 15:37:52
110,2772306,12/07/22 15:41:51
8,2772307,12/07/22 15:42:29
18,2772308,12/07/22 15:42:44
55,2772309,12/07/22 15:44:32
17,2772310,12/07/22 15:45:15
16,2772311,12/07/22 15:45:36
44,2772312,12/07/22 15:47:41
84,2772313,12/07/22 15:51:36
36,2772314,12/07/22 15:53:12
5,2772315,12/07/22 15:53:23
38,2772316,12/07/22 15:54:33
89,2772317,12/07/22 16:01:31
90,2772318,12/07/22 16:02:22
29,2772319,12/07/22 16:03:12
1,2772320,12/07/22 16:03:15
134,2772321,12/07/22 16:07:54
8,2772322,12/07/22 16:07:58
31,2772323,12/07/22 16:08:51
137,2772324,12/07/22 16:14:51
0,2772325,12/07/22 16:15:00
80,2772326,12/07/22 16:17:56
7,2772327,12/07/22 16:18:16
0,2772328,12/07/22 16:18:18
89,2772329,12/07/22 16:22:36
9,2772330,12/07/22 16:23:01
74,2772331,12/07/22 16:27:29
39,2772332,12/07/22 16:29:05
16,2772333,12/07/22 16:30:13
93,2772334,12/07/22 16:35:01
9,2772335,12/07/22 16:35:46
44,2772336,12/07/22 16:38:32
55,2772337,12/07/22 16:41:11
41,2772338,12/07/22 16:44:22
9,2772339,12/07/22 16:45:15
5,2772340,12/07/22 16:45:31
5,2772341,12/07/22 16:45:46
18,2772342,12/07/22 16:46:28
26,2772343,12/07/22 16:48:10
4,2772344,12/07/22 16:48:21
29,2772345,12/07/22 16:49:44
13,2772346,12/07/22 16:50:43
27,2772347,12/07/22 16:52:09
25,2772348,12/07/22 16:54:00
41,2772349,12/07/22 16:56:07
74,2772350,12/07/22 17:00:20
67,2772351,12/07/22 17:02:16
33,2772352,12/07/22 17:03:46
102,2772353,12/07/22 17:05:36
16,2772354,12/07/22 17:06:12
14,2772355,12/07/22 17:06:14
82,2772356,12/07/22 17:08:24
79,2772357,12/07/22 17:12:09
6,2772358,12/07/22 17:12:33
37,2772359,12/07/22 17:14:17
7,2772360,12/07/22 17:14:31
21,2772361,12/07/22 17:15:12
65,2772362,12/07/22 17:17:48
4,2772363,12/07/22 17:17:56
42,2772364,12/07/22 17:19:41
42,2772365,12/07/22 17:23:03
13,2772366,12/07/22 17:23:47
30,2772367,12/07/22 17:25:21
8,2772368,12/07/22 17:25:30
39,2772369,12/07/22 17:26:57
30,2772370,12/07/22 17:28:37
79,2772371,12/07/22 17:33:12
7,2772372,12/07/22 17:33:24
12,2772373,12/07/22 17:33:58
26,2772374,12/07/22 17:35:04
59,2772375,12/07/22 17:37:39
32,2772376,12/07/22 17:39:21
33,2772377,12/07/22 17:40:53
29,2772378,12/07/22 17:41:49
37,2772379,12/07/22 17:43:28
21,2772380,12/07/22 17:44:24
52,2772381,12/07/22 17:47:27
0,2772382,12/07/22 17:47:38
73,2772383,12/07/22 17:51:14
18,2772384,12/07/22 17:52:11
3,2772385,12/07/22 17:52:25
29,2772386,12/07/22 17:53:31
31,2772387,12/07/22 17:55:26
1,2772388,12/07/22 17:55:32
34,2772389,12/07/22 17:57:52
104,2772390,12/07/22 18:12:36
154,2772391,12/07/22 18:14:27
91,2772392,12/07/22 18:14:48
12,2772393,12/07/22 18:15:15
20,2772394,12/07/22 18:16:13
2,2772395,12/07/22 18:16:21
44,2772396,12/07/22 18:18:27
19,2772397,12/07/22 18:19:30
56,2772398,12/07/22 18:22:13
6,2772399,12/07/22 18:22:36
74,2772400,12/07/22 18:27:02
25,2772401,12/07/22 18:28:15
1,2772402,12/07/22 18:28:19
86,2772403,12/07/22 18:32:14
69,2772404,12/07/22 18:37:16
20,2772405,12/07/22 18:38:15
46,2772406,12/07/22 18:41:18
50,2772407,12/07/22 18:43:18
14,2772408,12/07/22 18:43:47
74,2772409,12/07/22 18:47:01
8,2772410,12/07/22 18:47:13
49,2772411,12/07/22 18:50:02
39,2772412,12/07/22 18:52:17
3,2772413,12/07/22 18:52:42
61,2772414,12/07/22 18:56:12
0,2772415,12/07/22 18:56:21
0,2772416,12/07/22 18:56:25
107,2772417,12/07/22 19:02:07
70,2772418,12/07/22 19:03:56
6,2772419,12/07/22 19:04:14
10,2772420,12/07/22 19:04:43
36,2772421,12/07/22 19:06:08
4,2772422,12/07/22 19:06:22
36,2772423,12/07/22 19:07:39
82,2772424,12/07/22 19:11:47
157,2772425,12/07/22 19:19:21
13,2772426,12/07/22 19:19:31
13,2772427,12/07/22 19:21:23
43,2772428,12/07/22 19:24:23
22,2772429,12/07/22 19:26:00
3,2772430,12/07/22 19:26:10
86,2772431,12/07/22 19:30:53
13,2772432,12/07/22 19:31:25
20,2772433,12/07/22 19:33:01
34,2772434,12/07/22 19:36:01
6,2772435,12/07/22 19:36:23
25,2772436,12/07/22 19:37:27
38,2772437,12/07/22 19:39:47
3,2772438,12/07/22 19:39:59
8,2772439,12/07/22 19:40:22
80,2772440,12/07/22 19:46:20
35,2772441,12/07/22 19:48:22
15,2772442,12/07/22 19:49:50
4,2772443,12/07/22 19:50:19
12,2772444,12/07/22 19:50:46
127,2772445,12/07/22 20:01:11
54,2772446,12/07/22 20:02:14
68,2772447,12/07/22 20:06:08
108,2772448,12/07/22 20:11:42
0,2772449,12/07/22 20:11:50
17,2772450,12/07/22 20:13:06
9,2772451,12/07/22 20:13:34
36,2772452,12/07/22 20:14:46
24,2772453,12/07/22 20:15:51
40,2772454,12/07/22 20:17:47
40,2772455,12/07/22 20:19:34
57,2772456,12/07/22 20:22:51
3,2772457,12/07/22 20:22:53
3,2772458,12/07/22 20:23:03
44,2772459,12/07/22 20:24:53
65,2772460,12/07/22 20:28:14
5,2772461,12/07/22 20:28:26
84,2772462,12/07/22 20:32:32
5,2772463,12/07/22 20:32:52
38,2772464,12/07/22 20:34:43
20,2772465,12/07/22 20:35:35
16,2772466,12/07/22 20:36:07
9,2772467,12/07/22 20:36:41
1,2772468,12/07/22 20:37:03
0,2772469,12/07/22 20:37:07
9,2772470,12/07/22 20:37:40
26,2772471,12/07/22 20:39:23
7,2772472,12/07/22 20:39:54
6,2772473,12/07/22 20:40:33
11,2772474,12/07/22 20:41:16
1,2772475,12/07/22 20:41:21
1,2772476,12/07/22 20:41:26
24,2772477,12/07/22 20:43:43
22,2772478,12/07/22 20:45:46
53,2772479,12/07/22 20:54:44
3,2772480,12/07/22 20:55:15
7,2772481,12/07/22 20:58:05
7,2772482,12/07/22 20:59:35
44,2772483,12/07/22 21:01:06
4,2772484,12/07/22 21:01:19
30,2772485,12/07/22 21:01:32
29,2772486,12/07/22 21:03:10
3,2772487,12/07/22 21:03:39
4,2772488,12/07/22 21:04:50
3,2772489,12/07/22 21:05:22
6,2772490,12/07/22 21:06:05
128,2772491,12/07/22 21:08:06
62,2772492,12/07/22 21:08:26
34,2772493,12/07/22 21:08:59
25,2772494,12/07/22 21:10:24
27,2772495,12/07/22 21:11:48
16,2772496,12/07/22 21:12:37
1,2772497,12/07/22 21:12:43
89,2772498,12/07/22 21:17:29
14,2772499,12/07/22 21:18:09
94,2772500,12/07/22 21:23:58
40,2772501,12/07/22 21:27:19
5,2772502,12/07/22 21:27:28
11,2772503,12/07/22 21:27:50
45,2772504,12/07/22 21:31:07
26,2772505,12/07/22 21:33:25
29,2772506,12/07/22 21:35:54
14,2772507,12/07/22 21:36:24
22,2772508,12/07/22 21:38:47
62,2772509,12/07/22 21:43:02
30,2772510,12/07/22 21:45:50
3,2772511,12/07/22 21:46:22
52,2772512,12/07/22 21:49:23
6,2772513,12/07/22 21:49:56
34,2772514,12/07/22 21:52:00
16,2772515,12/07/22 21:52:46
78,2772516,12/07/22 21:57:20
10,2772517,12/07/22 21:57:55
42,2772518,12/07/22 21:59:46
16,2772519,12/07/22 22:00:14
34,2772520,12/07/22 22:01:12
28,2772521,12/07/22 22:01:47
13,2772522,12/07/22 22:02:26
35,2772523,12/07/22 22:04:10
6,2772524,12/07/22 22:04:27
34,2772525,12/07/22 22:05:56
87,2772526,12/07/22 22:10:27
54,2772527,12/07/22 22:13:08
14,2772528,12/07/22 22:13:57
5,2772529,12/07/22 22:14:10
27,2772530,12/07/22 22:15:07
56,2772531,12/07/22 22:17:23
47,2772532,12/07/22 22:19:37
17,2772533,12/07/22 22:21:10
0,2772534,12/07/22 22:21:27
55,2772535,12/07/22 22:24:06
38,2772536,12/07/22 22:25:37
19,2772537,12/07/22 22:26:32
7,2772538,12/07/22 22:26:47
33,2772539,12/07/22 22:29:01
27,2772540,12/07/22 22:30:39
0,2772541,12/07/22 22:30:43
7,2772542,12/07/22 22:31:22
25,2772543,12/07/22 22:33:32
9,2772544,12/07/22 22:34:31
94,2772545,12/07/22 22:41:38
14,2772546,12/07/22 22:42:19
20,2772547,12/07/22 22:43:24
0,2772548,12/07/22 22:43:29
92,2772549,12/07/22 22:48:12
82,2772550,12/07/22 22:57:32
46,2772551,12/07/22 22:58:52
3,2772552,12/07/22 22:59:30
32,2772553,12/07/22 23:01:43
44,2772554,12/07/22 23:03:42
44,2772555,12/07/22 23:06:48
71,2772556,12/07/22 23:10:20
40,2772557,12/07/22 23:12:52
37,2772558,12/07/22 23:15:27
64,2772559,12/07/22 23:19:26
2,2772560,12/07/22 23:19:37
12,2772561,12/07/22 23:20:51
14,2772562,12/07/22 23:22:17
12,2772563,12/07/22 23:23:08
21,2772564,12/07/22 23:25:03
2,2772565,12/07/22 23:25:15
30,2772566,12/07/22 23:27:30
8,2772567,12/07/22 23:27:51
13,2772568,12/07/22 23:28:32
45,2772569,12/07/22 23:31:07
11,2772570,12/07/22 23:31:56
13,2772571,12/07/22 23:33:00
17,2772572,12/07/22 23:34:27
10,2772573,12/07/22 23:35:14
1,2772574,12/07/22 23:35:18
31,2772575,12/07/22 23:38:01
22,2772576,12/07/22 23:39:38
2,2772577,12/07/22 23:39:54
36,2772578,12/07/22 23:40:48
3,2772579,12/07/22 23:41:01
27,2772580,12/07/22 23:42:39
6,2772581,12/07/22 23:43:05
32,2772582,12/07/22 23:45:26
10,2772583,12/07/22 23:46:00
29,2772584,12/07/22 23:48:35
7,2772585,12/07/22 23:48:48
15,2772586,12/07/22 23:49:37
18,2772587,12/07/22 23:51:05
31,2772588,12/07/22 23:54:34
16,2772589,12/07/22 23:55:59
0,2772590,12/07/22 23:56:02
38,2772591,12/07/22 23:58:16
103,2772592,12/08/22 00:02:57
28,2772593,12/08/22 00:04:50
25,2772594,12/08/22 00:06:08
4,2772595,12/08/22 00:06:28
13,2772596,12/08/22 00:06:51
43,2772597,12/08/22 00:08:12
10,2772598,12/08/22 00:08:17
39,2772599,12/08/22 00:09:33
107,2772600,12/08/22 00:18:28
54,2772601,12/08/22 00:20:55
70,2772602,12/08/22 00:24:54
9,2772603,12/08/22 00:25:12
22,2772604,12/08/22 00:25:56
0,2772605,12/08/22 00:26:05
47,2772606,12/08/22 00:28:29
57,2772607,12/08/22 00:31:20
31,2772608,12/08/22 00:33:22
73,2772609,12/08/22 00:38:49
56,2772610,12/08/22 00:42:14
72,2772611,12/08/22 00:46:43
2,2772612,12/08/22 00:46:52
48,2772613,12/08/22 00:49:59
25,2772614,12/08/22 00:51:34
39,2772615,12/08/22 00:54:16
46,2772616,12/08/22 00:57:21
12,2772617,12/08/22 00:57:47
41,2772618,12/08/22 01:00:40
91,2772619,12/08/22 01:05:52
17,2772620,12/08/22 01:06:37
1,2772621,12/08/22 01:06:45
24,2772622,12/08/22 01:07:42
73,2772623,12/08/22 01:11:23
149,2772624,12/08/22 01:24:09
92,2772625,12/08/22 01:25:51
60,2772626,12/08/22 01:28:25
75,2772627,12/08/22 01:35:00
2,2772628,12/08/22 01:35:08
86,2772629,12/08/22 01:39:54
0,2772630,12/08/22 01:40:04
5,2772631,12/08/22 01:40:17
7,2772632,12/08/22 01:40:50
19,2772633,12/08/22 01:41:46
57,2772634,12/08/22 01:44:57
13,2772635,12/08/22 01:45:23
64,2772636,12/08/22 01:48:29
8,2772637,12/08/22 01:48:57
20,2772638,12/08/22 01:49:57
29,2772639,12/08/22 01:51:39
1,2772640,12/08/22 01:51:42
35,2772641,12/08/22 01:53:51
52,2772642,12/08/22 01:57:35
2,2772643,12/08/22 01:57:39
6,2772644,12/08/22 01:57:55
3,2772645,12/08/22 01:58:04
16,2772646,12/08/22 01:58:45
16,2772647,12/08/22 02:00:07
54,2772648,12/08/22 02:01:43
87,2772649,12/08/22 02:03:46
60,2772650,12/08/22 02:06:30
5,2772651,12/08/22 02:06:47
23,2772652,12/08/22 02:07:56
2,2772653,12/08/22 02:08:00
69,2772654,12/08/22 02:10:59
106,2772655,12/08/22 02:15:51
4,2772656,12/08/22 02:16:10
25,2772657,12/08/22 02:16:50
42,2772658,12/08/22 02:18:07
29,2772659,12/08/22 02:19:59
41,2772660,12/08/22 02:21:36
49,2772661,12/08/22 02:23:33
31,2772662,12/08/22 02:26:26
41,2772663,12/08/22 02:27:55
18,2772664,12/08/22 02:29:03
0,2772665,12/08/22 02:29:05
13,2772666,12/08/22 02:29:55
4,2772667,12/08/22 02:30:00
15,2772668,12/08/22 02:30:14
39,2772669,12/08/22 02:31:42
9,2772670,12/08/22 02:32:30
7,2772671,12/08/22 02:33:02
57,2772672,12/08/22 02:35:54
26,2772673,12/08/22 02:37:03
7,2772674,12/08/22 02:37:20
32,2772675,12/08/22 02:39:14
40,2772676,12/08/22 02:42:02
22,2772677,12/08/22 02:42:49
42,2772678,12/08/22 02:45:39
8,2772679,12/08/22 02:46:16
9,2772680,12/08/22 02:46:44
58,2772681,12/08/22 02:50:02
22,2772682,12/08/22 02:51:51
13,2772683,12/08/22 02:52:38
48,2772684,12/08/22 02:54:47
33,2772685,12/08/22 02:56:58
3,2772686,12/08/22 02:57:01
44,2772687,12/08/22 02:58:36
25,2772688,12/08/22 02:59:08
74,2772689,12/08/22 03:02:28
41,2772690,12/08/22 03:03:54
40,2772691,12/08/22 03:05:35
61,2772692,12/08/22 03:07:57
27,2772693,12/08/22 03:09:06
49,2772694,12/08/22 03:11:16
23,2772695,12/08/22 03:12:34
13,2772696,12/08/22 03:12:43
66,2772697,12/08/22 03:15:59
14,2772698,12/08/22 03:16:19
8,2772699,12/08/22 03:16:48
64,2772700,12/08/22 03:20:22
81,2772701,12/08/22 03:25:07
25,2772702,12/08/22 03:25:50
16,2772703,12/08/22 03:26:31
85,2772704,12/08/22 03:30:54
78,2772705,12/08/22 03:35:38
4,2772706,12/08/22 03:35:43
7,2772707,12/08/22 03:36:03
58,2772708,12/08/22 03:38:59
5,2772709,12/08/22 03:39:14
5,2772710,12/08/22 03:39:30
32,2772711,12/08/22 03:40:44
20,2772712,12/08/22 03:41:36
1,2772713,12/08/22 03:41:39
3,2772714,12/08/22 03:41:48
77,2772715,12/08/22 03:46:03
17,2772716,12/08/22 03:46:59
4,2772717,12/08/22 03:47:33
106,2772718,12/08/22 03:54:35
29,2772719,12/08/22 03:55:42
33,2772720,12/08/22 03:58:05
1,2772721,12/08/22 03:58:17
1,2772722,12/08/22 03:58:29
24,2772723,12/08/22 03:59:42
55,2772724,12/08/22 04:01:18
1,2772725,12/08/22 04:01:29
116,2772726,12/08/22 04:05:22
6,2772727,12/08/22 04:05:24
0,2772728,12/08/22 04:05:48
49,2772729,12/08/22 04:07:12
96,2772730,12/08/22 04:11:31
3,2772731,12/08/22 04:11:41
21,2772732,12/08/22 04:12:22
50,2772733,12/08/22 04:14:13
90,2772734,12/08/22 04:19:36
44,2772735,12/08/22 04:21:40
9,2772736,12/08/22 04:23:05
25,2772737,12/08/22 04:24:53
22,2772738,12/08/22 04:25:55
39,2772739,12/08/22 04:28:15
26,2772740,12/08/22 04:29:21
67,2772741,12/08/22 04:32:50
0,2772742,12/08/22 04:32:56
136,2772743,12/08/22 04:37:59
7,2772744,12/08/22 04:38:02
56,2772745,12/08/22 04:40:37
4,2772746,12/08/22 04:40:40
28,2772747,12/08/22 04:41:40
16,2772748,12/08/22 04:41:59
9,2772749,12/08/22 04:42:16
8,2772750,12/08/22 04:42:48
138,2772751,12/08/22 04:49:35
4,2772752,12/08/22 04:49:55
3,2772753,12/08/22 04:49:56
30,2772754,12/08/22 04:51:20
0,2772755,12/08/22 04:51:24
5,2772756,12/08/22 04:51:46
11,2772757,12/08/22 04:52:33
8,2772758,12/08/22 04:53:07
101,2772759,12/08/22 04:59:10
129,2772760,12/08/22 05:05:35
101,2772761,12/08/22 05:10:10
22,2772762,12/08/22 05:11:07
17,2772763,12/08/22 05:11:57
88,2772764,12/08/22 05:16:03
0,2772765,12/08/22 05:16:06
17,2772766,12/08/22 05:17:01
101,2772767,12/08/22 05:23:47
45,2772768,12/08/22 05:28:11
75,2772769,12/08/22 05:31:50
73,2772770,12/08/22 05:35:31
31,2772771,12/08/22 05:36:36
74,2772772,12/08/22 05:39:51
79,2772773,12/08/22 05:44:03
7,2772774,12/08/22 05:44:51
99,2772775,12/08/22 05:49:33
12,2772776,12/08/22 05:50:44
15,2772777,12/08/22 05:51:36
10,2772778,12/08/22 05:51:40
14,2772779,12/08/22 05:52:45
18,2772780,12/08/22 05:53:55
7,2772781,12/08/22 05:54:08
6,2772782,12/08/22 05:54:27
62,2772783,12/08/22 05:57:28
31,2772784,12/08/22 05:59:01
75,2772785,12/08/22 06:01:12
6,2772786,12/08/22 06:01:32
9,2772787,12/08/22 06:02:05
32,2772788,12/08/22 06:03:34
22,2772789,12/08/22 06:04:35
10,2772790,12/08/22 06:05:04
10,2772791,12/08/22 06:05:36
3,2772792,12/08/22 06:05:38
15,2772793,12/08/22 06:06:09
1,2772794,12/08/22 06:06:20
26,2772795,12/08/22 06:07:05
35,2772796,12/08/22 06:08:27
17,2772797,12/08/22 06:09:09
20,2772798,12/08/22 06:10:00
98,2772799,12/08/22 06:16:52
64,2772800,12/08/22 06:18:18
43,2772801,12/08/22 06:18:21
83,2772802,12/08/22 06:23:17
1,2772803,12/08/22 06:23:21
42,2772804,12/08/22 06:26:21
100,2772805,12/08/22 06:30:51
71,2772806,12/08/22 06:31:42
0,2772807,12/08/22 06:31:47
8,2772808,12/08/22 06:32:05
31,2772809,12/08/22 06:33:05
89,2772810,12/08/22 06:39:59
61,2772811,12/08/22 06:42:13
24,2772812,12/08/22 06:42:38
11,2772813,12/08/22 06:42:59
24,2772814,12/08/22 06:43:58
59,2772815,12/08/22 06:46:49
13,2772816,12/08/22 06:47:37
26,2772817,12/08/22 06:48:33
57,2772818,12/08/22 06:51:21
95,2772819,12/08/22 06:58:48
90,2772820,12/08/22 07:04:21
24,2772821,12/08/22 07:04:26
110,2772822,12/08/22 07:08:46
27,2772823,12/08/22 07:10:14
24,2772824,12/08/22 07:11:29
22,2772825,12/08/22 07:12:18
25,2772826,12/08/22 07:13:37
16,2772827,12/08/22 07:14:06
17,2772828,12/08/22 07:14:43
3,2772829,12/08/22 07:14:51
38,2772830,12/08/22 07:16:47
16,2772831,12/08/22 07:17:22
70,2772832,12/08/22 07:22:01
1,2772833,12/08/22 07:22:09
3,2772834,12/08/22 07:22:33
16,2772835,12/08/22 07:23:08
47,2772836,12/08/22 07:27:24
13,2772837,12/08/22 07:27:36
0,2772838,12/08/22 07:27:44
